qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1356,87,27,18,21,18,01:14.8,,
1357,87,11,16,4,19,,,
1358,87,38,18,20,20,,,
1359,88,23,7,17,1,01:46.1,,
1360,88,18,16,3,2,01:46.1,,
1361,88,21,4,6,3,01:46.3,,
1362,88,32,9,15,4,01:46.5,,
1363,88,11,16,4,5,01:46.8,,
1364,88,14,9,14,6,01:46.9,,
1365,88,17,3,7,7,01:47.2,,
1366,88,35,15,11,8,01:47.4,,
1367,88,22,6,2,9,01:48.2,,
1368,88,13,15,12,10,01:48.3,,
1369,88,39,17,19,11,01:48.7,,
1370,88,42,3,8,12,01:48.9,,
1371,88,27,18,21,13,01:50.8,,
1372,88,30,6,1,14,01:52.7,,
1373,88,38,18,20,15,01:52.9,,
1374,88,4,4,5,16,01:54.7,,
1375,88,8,1,9,17,02:02.3,,
1376,88,31,1,10,18,,,
1377,88,15,7,16,19,,,
1378,88,33,17,18,20,,,
1379,89,4,4,5,1,01:34.1,,
1380,89,21,4,6,2,01:34.4,,
1381,89,8,1,9,3,01:34.5,,
1382,89,18,16,3,4,01:34.8,,
1383,89,31,1,10,5,01:35.2,,
1384,89,30,6,1,6,01:35.3,,
1385,89,14,9,14,7,01:35.4,,
1386,89,22,6,2,8,01:35.6,,
1387,89,23,7,17,9,01:35.7,,
1388,89,17,3,7,10,01:35.7,,
1389,89,13,15,12,11,01:35.9,,
1390,89,15,7,16,12,01:36.0,,
1391,89,42,3,8,13,01:36.4,,
1392,89,32,9,15,14,01:36.5,,
1393,89,39,17,19,15,01:36.7,,
1394,89,35,15,11,16,01:36.8,,
1395,89,11,16,4,17,01:37.1,,
1396,89,27,18,21,18,01:39.1,,
1397,89,33,17,18,19,01:39.2,,
1398,89,38,18,20,20,01:39.5,,
1399,104,22,6,2,1,01:20.1,,
1400,104,31,3,3,2,01:20.6,,
1401,104,30,6,1,3,01:20.6,,
1402,104,4,4,8,4,01:20.6,,
1403,104,11,16,10,5,01:20.7,,
1404,104,18,16,9,6,01:20.8,,
1405,104,8,1,6,7,01:20.9,,
1406,104,42,3,4,8,01:20.9,,
1407,104,15,4,7,9,01:21.0,,
1408,104,14,1,5,10,01:21.0,,
1409,104,41,7,16,11,01:21.5,,
1410,104,17,19,14,12,01:21.6,,
1411,104,44,7,17,13,01:21.8,,
1412,104,32,19,15,14,01:22.0,,
1413,104,21,15,11,15,01:22.2,,
1414,104,13,15,12,16,01:22.3,,
1415,104,2,17,18,17,01:22.3,,
1416,104,45,17,19,18,01:23.2,,
1417,104,47,18,20,19,01:24.8,,
1418,104,46,18,21,20,01:24.9,,
1419,109,4,4,8,1,01:37.0,,
1420,109,15,4,7,2,01:37.2,,
1421,109,30,6,1,3,01:37.4,,
1422,109,14,1,5,4,01:37.5,,
1423,109,22,6,2,5,01:37.6,,
1424,109,2,15,9,6,01:37.8,,
1425,109,8,1,6,7,01:37.9,,
1426,109,31,3,3,8,01:38.0,,
1427,109,18,16,17,9,01:38.1,,
1428,109,44,7,20,10,01:38.1,,
1429,109,43,7,21,11,01:38.1,,
1430,109,35,16,16,12,01:38.3,,
1431,109,49,15,10,13,01:38.3,,
1432,109,21,17,11,14,01:38.4,,
1433,109,42,19,15,15,01:38.5,,
1434,109,17,19,14,16,01:38.6,,
1435,109,23,3,4,17,01:38.8,,
1436,109,50,18,19,18,01:40.4,,
1437,109,51,18,18,19,01:40.6,,
1438,109,52,17,12,20,01:40.9,,
1439,125,30,6,1,1,01:35.3,,
1440,125,31,3,6,2,01:35.5,,
1441,125,22,6,2,3,01:35.9,,
1442,125,23,3,3,4,01:36.0,,
1443,125,8,1,4,5,01:36.5,,
1444,125,14,1,3,6,01:36.5,,
1445,125,2,15,7,7,01:37.2,,
1446,125,18,4,15,8,01:37.2,,
1447,125,21,17,9,9,01:37.5,,
1448,125,63,7,24,10,01:37.7,,
1449,125,49,21,20,11,01:37.9,,
1450,125,15,4,14,12,01:37.9,,
1451,125,35,16,11,13,01:38.0,,
1452,125,13,15,8,14,01:38.1,,
1453,125,11,17,10,15,01:38.1,,
1454,125,59,21,21,16,01:38.3,,
1455,125,37,19,17,17,01:38.4,,
1456,125,44,16,12,18,01:38.4,,
1457,125,66,7,25,19,01:39.0,,
1458,125,56,19,16,20,01:39.1,,
1459,125,17,18,23,21,01:39.5,,
1460,125,62,18,22,22,01:40.2,,
1461,140,30,6,1,1,01:31.3,,
1462,140,22,6,2,2,01:31.7,,
1463,140,14,1,3,3,01:32.1,,
1464,140,8,1,4,4,01:32.2,,
1465,140,23,3,5,5,01:32.4,,
1466,140,31,3,6,6,01:32.5,,
1467,140,11,17,10,7,01:33.1,,
1468,140,21,17,9,8,01:33.3,,
1469,140,35,16,11,9,01:33.3,,
1470,140,18,4,15,10,01:33.4,,
1471,140,15,4,14,11,01:33.5,,
1472,140,2,15,7,12,01:33.6,,
1473,140,63,7,24,13,01:33.7,,
1474,140,56,19,16,14,01:33.9,,
1475,140,13,15,8,15,01:34.0,,
1476,140,44,16,12,16,01:34.2,,
1477,140,37,19,17,17,01:34.2,,
1478,140,66,7,25,18,01:35.2,,
1479,140,17,18,23,19,01:36.0,,
1480,140,62,18,22,20,01:36.3,,
1481,156,30,6,1,1,01:11.7,,
1482,156,23,3,5,2,01:12.0,,
1483,156,31,3,6,3,01:12.3,,
1484,156,57,1,3,4,01:12.3,,
1485,156,22,6,2,5,01:12.3,,
1486,156,2,15,16,6,01:12.4,,
1487,156,14,1,4,7,01:12.5,,
1488,156,15,17,11,8,01:12.6,,
1489,156,55,17,12,9,01:12.6,,
1490,156,18,22,8,10,01:12.8,,
1491,156,8,15,17,11,01:12.9,,
1492,156,21,22,7,12,01:12.9,,
1493,156,44,16,9,13,01:13.1,,
1494,156,56,19,18,14,01:13.2,,
1495,156,49,20,22,15,01:13.3,,
1496,156,37,19,19,16,01:13.7,,
1497,156,4,18,21,17,01:14.0,,
1498,156,35,16,10,18,01:14.0,,
1499,156,59,21,15,19,01:14.1,,
1500,156,50,21,14,20,01:14.1,,
1501,156,61,20,23,21,01:14.2,,
1502,156,62,18,20,22,01:15.2,,
1503,158,57,1,1,1,01:30.6,,
1504,158,14,1,2,2,01:30.9,,
1505,158,30,6,3,3,01:31.1,,
1506,158,22,6,4,4,01:31.1,,
1507,158,49,17,5,5,01:31.4,,
1508,158,15,17,6,6,01:31.5,,
1509,158,56,19,7,7,01:31.5,,
1510,158,35,16,22,8,01:32.0,,
1511,158,21,22,11,9,01:32.0,,
1512,158,63,15,17,10,01:32.0,,
1513,158,23,3,9,11,01:32.2,,
1514,158,37,21,18,12,01:32.3,,
1515,158,50,21,19,13,01:32.5,,
1516,158,25,22,12,14,01:32.8,,
1517,158,2,20,15,15,01:33.0,,
1518,158,41,16,23,16,01:33.1,,
1519,158,55,20,14,17,01:33.2,,
1520,158,48,18,20,18,01:33.3,,
1521,158,64,15,16,19,01:33.4,,
1522,158,65,19,8,20,01:33.6,,
1523,158,18,3,10,21,01:33.8,,
1524,158,60,18,21,22,01:34.7,,
1525,160,57,1,1,1,01:24.7,,
1526,160,30,6,3,2,01:24.8,,
1527,160,14,1,2,3,01:25.0,,
1528,160,22,6,4,4,01:25.9,,
1529,160,23,3,9,5,01:25.9,,
1530,160,49,17,5,6,01:25.9,,
1531,160,56,19,7,7,01:25.9,,
1532,160,15,17,6,8,01:26.0,,
1533,160,35,16,22,9,01:26.1,,
1534,160,64,15,16,10,01:26.2,,
1535,160,25,22,12,11,01:26.3,,
1536,160,63,15,17,12,01:26.3,,
1537,160,37,21,18,13,01:26.3,,
1538,160,41,16,23,14,01:26.8,,
1539,160,55,20,14,15,01:26.8,,
1540,160,50,21,19,16,01:26.8,,
1541,160,65,19,8,17,01:27.1,,
1542,160,18,3,10,18,01:27.1,,
1543,160,21,22,11,19,01:27.3,,
1544,160,60,18,21,20,01:28.2,,
1545,160,48,18,20,21,01:28.3,,
1546,160,2,20,15,22,01:28.4,,
1547,161,22,6,4,1,01:25.7,,
1548,161,49,17,5,2,01:25.7,,
1549,161,57,1,1,3,01:25.7,,
1550,161,14,1,2,4,01:26.1,,
1551,161,30,6,3,5,01:26.2,,
1552,161,18,3,10,6,01:26.7,,
1553,161,23,3,9,7,01:26.8,,
1554,161,50,21,19,8,01:26.8,,
1555,161,56,19,7,9,01:26.8,,
1556,161,35,16,22,10,01:27.0,,
1557,161,15,17,6,11,01:27.2,,
1558,161,21,22,11,12,01:27.3,,
1559,161,64,15,16,13,01:27.3,,
1560,161,65,19,8,14,01:27.5,,
1561,161,55,20,14,15,01:27.6,,
1562,161,41,16,23,16,01:27.8,,
1563,161,2,20,15,17,01:27.8,,
1564,161,63,15,17,18,01:28.1,,
1565,161,37,21,18,19,01:28.1,,
1566,161,25,22,12,20,01:28.2,,
1567,161,48,18,20,21,01:28.3,,
1568,161,60,18,21,22,01:29.2,,
1569,173,30,6,3,1,01:35.8,,
1570,173,57,1,1,2,01:35.8,,
1571,173,14,1,2,3,01:36.2,,
1572,173,22,6,4,4,01:36.3,,
1573,173,18,3,10,5,01:36.6,,
1574,173,23,3,9,6,01:36.8,,
1575,173,56,19,7,7,01:36.9,,
1576,173,49,17,5,8,01:37.2,,
1577,173,35,16,22,9,01:37.3,,
1578,173,65,19,8,10,01:37.3,,
1579,173,25,22,12,11,01:37.3,,
1580,173,21,22,11,12,01:37.5,,
1581,173,37,21,18,13,01:37.7,,
1582,173,50,21,19,14,01:37.7,,
1583,173,15,17,6,15,01:37.7,,
1584,173,2,20,15,16,01:38.1,,
1585,173,55,20,14,17,01:38.2,,
1586,173,41,16,23,18,01:38.3,,
1587,173,63,15,17,19,01:38.5,,
1588,173,64,15,16,20,01:38.6,,
1589,173,48,18,20,21,01:40.0,,
1590,173,60,18,21,22,01:40.5,,
1591,175,57,1,1,1,01:30.5,,
1592,175,14,1,2,2,01:30.9,,
1593,175,30,6,3,3,01:31.8,,
1594,175,22,24,16,4,01:32.1,,
1595,175,49,17,8,5,01:32.3,,
1596,175,56,6,4,6,01:32.3,,
1597,175,21,22,9,7,01:32.5,,
1598,175,23,3,6,8,01:32.7,,
1599,175,71,17,7,9,01:32.7,,
1600,175,25,22,10,10,01:32.8,,
1601,175,35,16,22,11,01:32.9,,
1602,175,15,20,19,12,01:33.0,,
1603,175,65,24,17,13,01:33.0,,
1604,175,64,15,12,14,01:33.4,,
1605,175,70,3,5,15,01:33.5,,
1606,175,55,15,11,16,01:33.9,,
1607,175,68,21,15,17,01:34.2,,
1608,175,37,21,14,18,01:34.2,,
1609,175,41,16,23,19,01:34.4,,
1610,175,44,20,18,20,01:35.1,,
1611,175,69,18,20,21,01:35.3,,
1612,175,48,18,21,22,01:37.0,,
1613,176,57,1,1,1,01:16.6,,
1614,176,14,1,2,2,01:16.7,,
1615,176,22,24,16,3,01:17.3,,
1616,176,30,6,3,4,01:17.6,,
1617,176,21,22,9,5,01:17.8,,
1618,176,56,6,4,6,01:17.8,,
1619,176,71,17,7,7,01:17.9,,
1620,176,49,17,8,8,01:17.9,,
1621,176,25,22,10,9,01:18.3,,
1622,176,65,24,17,10,01:18.4,,
1623,176,23,3,6,11,01:18.5,,
1624,176,44,20,18,12,01:18.6,,
1625,176,15,20,19,13,01:18.7,,
1626,176,55,15,11,14,01:18.7,,
1627,176,64,15,12,15,01:19.2,,
1628,176,70,3,5,16,01:19.5,,
1629,176,72,18,20,17,01:20.0,,
1630,176,37,21,14,18,01:20.1,,
1631,176,68,21,15,19,01:20.1,,
1632,176,48,18,21,20,01:20.7,,
1633,176,35,16,22,21,,,
1634,177,57,1,1,1,01:26.4,,
1635,177,14,1,2,2,01:26.4,,
1636,177,30,6,3,3,01:26.5,,
1637,177,56,6,4,4,01:27.0,,
1638,177,35,16,22,5,01:27.3,,
1639,177,22,24,16,6,01:27.4,,
1640,177,49,17,8,7,01:27.6,,
1641,177,71,17,7,8,01:27.7,,
1642,177,23,3,6,9,01:27.8,,
1643,177,70,3,5,10,01:28.1,,
1644,177,44,20,18,11,01:28.2,,
1645,177,65,24,17,12,01:28.2,,
1646,177,55,15,11,13,01:28.3,,
1647,177,15,20,19,14,01:28.4,,
1648,177,64,15,12,15,01:28.6,,
1649,177,21,22,9,16,01:28.8,,
1650,177,25,22,10,17,01:28.8,,
1651,177,37,21,14,18,01:29.3,,
1652,177,63,16,23,19,01:29.5,,
1653,177,68,21,15,20,01:29.7,,
1654,177,48,18,21,21,01:30.0,,
1655,177,69,18,22,22,01:30.9,,
1656,191,57,1,8,1,01:30.0,,
1657,191,14,1,7,2,01:30.1,,
1658,191,30,6,3,3,01:30.8,,
1659,191,35,3,1,4,01:30.9,,
1660,191,65,15,15,5,01:31.4,,
1661,191,49,3,2,6,01:31.4,,
1662,191,21,22,5,7,01:31.7,,
1663,191,56,6,4,8,01:31.8,,
1664,191,23,17,10,9,01:32.4,,
1665,191,71,17,9,10,01:32.4,,
1666,191,25,22,6,11,01:32.7,,
1667,191,55,15,14,12,01:33.2,,
1668,191,68,25,20,13,01:33.3,,
1669,191,22,24,18,14,01:33.4,,
1670,191,15,20,12,15,01:33.7,,
1671,191,63,21,17,16,01:33.9,,
1672,191,74,18,23,17,01:34.6,,
1673,191,76,24,19,18,01:34.9,,
1674,191,73,25,20,19,01:35.1,,
1675,191,64,21,16,20,01:35.1,,
1676,191,44,20,14,21,01:35.2,,
1677,191,75,18,22,22,01:35.3,,
1678,192,57,1,8,1,01:17.1,,
1679,192,14,1,7,2,01:17.8,,
1680,192,49,3,2,3,01:18.1,,
1681,192,30,6,3,4,01:18.3,,
1682,192,25,22,6,5,01:18.3,,
1683,192,56,6,4,6,01:18.4,,
1684,192,21,22,5,7,01:18.7,,
1685,192,23,17,10,8,01:18.7,,
1686,192,44,20,14,9,01:18.8,,
1687,192,35,3,1,10,01:18.8,,
1688,192,71,17,9,11,01:19.0,,
1689,192,15,20,12,12,01:19.1,,
1690,192,22,24,18,13,01:19.3,,
1691,192,65,15,15,14,01:19.4,,
1692,192,55,15,14,15,01:19.4,,
1693,192,76,24,19,16,01:19.6,,
1694,192,68,25,21,17,01:20.2,,
1695,192,75,18,22,18,01:20.4,,
1696,192,74,18,23,19,01:20.5,,
1697,192,63,21,17,20,01:20.5,,
1698,192,73,25,20,21,01:20.7,,
1699,192,64,21,16,22,01:20.8,,
1700,193,14,1,7,1,01:25.9,,
1701,193,30,6,3,2,01:26.3,,
1702,193,57,1,8,3,01:26.6,,
1703,193,56,6,4,4,01:26.8,,
1704,193,23,17,10,5,01:26.8,,
1705,193,49,3,2,6,01:26.9,,
1706,193,35,3,1,7,01:26.9,,
1707,193,25,22,6,8,01:27.2,,
1708,193,71,17,9,9,01:27.5,,
1709,193,21,22,5,10,01:27.8,,
1710,193,55,15,14,11,01:27.8,,
1711,193,65,15,15,12,01:28.0,,
1712,193,68,25,18,13,01:28.8,,
1713,193,22,24,18,14,01:29.2,,
1714,193,44,20,11,15,01:29.3,,
1715,193,15,20,12,16,01:29.4,,
1716,193,63,21,17,17,01:29.6,,
1717,193,64,21,16,18,01:29.6,,
1718,193,75,18,22,19,01:30.1,,
1719,193,74,18,23,20,01:30.2,,
1720,193,73,25,20,21,01:30.4,,
1721,193,76,24,19,22,01:31.2,,
1722,199,57,1,8,1,01:23.3,,
1723,199,30,6,3,2,01:23.7,,
1724,199,35,3,1,3,01:24.1,,
1725,199,14,1,7,4,01:24.3,,
1726,199,56,6,4,5,01:24.4,,
1727,199,49,3,2,6,01:24.4,,
1728,199,71,17,9,7,01:24.5,,
1729,199,55,15,14,8,01:25.1,,
1730,199,65,15,15,9,01:25.1,,
1731,199,21,22,5,10,01:25.7,,
1732,199,25,22,6,11,01:25.8,,
1733,199,64,21,16,12,01:26.4,,
1734,199,63,21,17,13,01:26.5,,
1735,199,15,20,12,14,01:26.8,,
1736,199,50,24,19,15,01:26.9,,
1737,199,22,24,18,16,01:27.0,,
1738,199,68,25,21,17,01:27.1,,
1739,199,74,18,23,18,01:28.1,,
1740,199,75,18,22,19,01:28.1,,
1741,199,73,25,20,20,01:28.6,,
1742,199,23,17,9,21,,,
1743,199,44,20,11,22,,,
1744,200,21,22,5,1,01:29.6,,
1745,200,55,15,14,2,01:30.3,,
1746,200,57,1,8,3,01:30.5,,
1747,200,30,6,3,4,01:30.6,,
1748,200,22,24,18,5,01:31.0,,
1749,200,63,21,17,6,01:31.0,,
1750,200,49,3,2,7,01:31.5,,
1751,200,56,6,4,8,01:31.7,,
1752,200,23,17,10,9,01:31.9,,
1753,200,44,20,11,10,01:32.1,,
1754,200,35,3,1,11,01:32.1,,
1755,200,50,24,19,12,01:32.1,,
1756,200,64,21,16,13,01:32.2,,
1757,200,14,1,7,14,01:32.4,,
1758,200,71,17,9,15,01:32.7,,
1759,200,15,20,12,16,01:32.9,,
1760,200,25,22,6,17,01:33.2,,
1761,200,65,15,15,18,01:33.2,,
1762,200,74,18,23,19,01:33.4,,
1763,200,68,25,21,20,01:34.1,,
1764,200,75,18,22,21,01:34.5,,
1765,200,73,25,20,22,01:34.9,,
1766,201,57,1,8,1,01:41.8,,
1767,201,14,1,7,2,01:42.3,,
1768,201,35,3,1,3,01:42.4,,
1769,201,23,17,10,4,01:43.0,,
1770,201,71,17,9,5,01:43.2,,
1771,201,56,6,4,6,01:43.3,,
1772,201,25,22,6,7,01:43.3,,
1773,201,21,22,5,8,01:43.4,,
1774,201,30,6,3,9,01:43.5,,
1775,201,49,3,2,10,01:43.5,,
1776,201,55,15,14,11,01:43.7,,
1777,201,65,15,15,12,01:44.6,,
1778,201,22,24,16,13,01:44.8,,
1779,201,15,20,12,14,01:44.8,,
1780,201,68,25,21,15,01:45.0,,
1781,201,44,20,11,16,01:45.2,,
1782,201,63,21,17,17,01:45.3,,
1783,201,64,21,16,18,01:45.6,,
1784,201,50,24,19,19,01:45.6,,
1785,201,75,18,22,20,01:46.7,,
1786,201,74,18,23,21,01:47.3,,
1787,203,57,1,8,1,01:48.7,,
1788,203,14,1,7,2,01:48.8,,
1789,203,71,17,9,3,01:49.7,,
1790,203,30,6,3,4,01:50.0,,
1791,203,56,6,4,5,01:50.2,,
1792,203,35,3,1,6,01:50.2,,
1793,203,21,22,5,7,01:50.5,,
1794,203,23,17,10,8,01:50.5,,
1795,203,49,3,2,9,01:50.7,,
1796,203,55,15,14,10,01:51.2,,
1797,203,25,22,6,11,01:51.6,,
1798,203,65,15,15,12,01:51.9,,
1799,203,15,20,12,13,01:52.6,,
1800,203,22,24,18,14,01:52.7,,
1801,203,44,20,11,15,01:52.8,,
1802,203,64,21,16,16,01:53.0,,
1803,203,50,24,19,17,01:53.1,,
1804,203,63,21,17,18,01:53.2,,
1805,203,68,25,21,19,01:53.2,,
1806,203,73,25,20,20,01:54.8,,
1807,203,75,18,22,21,01:55.1,,
1808,203,74,18,23,22,01:55.5,,
1809,207,35,3,3,1,01:29.4,,
1810,207,49,3,4,2,01:31.1,,
1811,207,30,6,5,3,01:31.5,,
1812,207,14,1,10,4,01:31.5,,
1813,207,56,6,6,5,01:31.9,,
1814,207,57,1,9,6,01:32.0,,
1815,207,65,15,16,7,01:32.3,,
1816,207,55,22,7,8,01:32.6,,
1817,207,44,20,14,9,01:32.8,,
1818,207,77,22,8,10,01:32.9,,
1819,207,22,24,22,11,01:33.1,,
1820,207,23,17,11,12,01:33.1,,
1821,207,78,15,17,13,01:33.3,,
1822,207,21,17,12,14,01:33.6,,
1823,207,79,18,20,15,01:33.8,,
1824,207,75,20,15,16,01:34.0,,
1825,207,15,18,21,17,01:34.1,,
1826,207,63,25,19,18,01:34.2,,
1827,207,76,24,23,19,01:34.6,,
1828,207,71,21,1,20,01:34.8,,
1829,207,50,25,18,21,01:34.9,,
1830,207,64,21,2,22,01:36.0,,
1831,208,35,3,3,1,01:16.0,,
1832,208,30,6,5,2,01:16.6,,
1833,208,77,22,8,3,01:16.6,,
1834,208,57,1,9,4,01:16.7,,
1835,208,44,20,14,5,01:16.8,,
1836,208,55,22,7,6,01:16.8,,
1837,208,21,17,12,7,01:16.9,,
1838,208,49,3,4,8,01:17.0,,
1839,208,71,21,1,9,01:17.1,,
1840,208,23,17,11,10,01:17.2,,
1841,208,22,24,22,11,01:17.3,,
1842,208,14,1,10,12,01:17.3,,
1843,208,65,15,16,13,01:17.4,,
1844,208,56,6,6,14,01:17.5,,
1845,208,75,20,15,15,01:18.0,,
1846,208,64,21,2,16,01:18.1,,
1847,208,15,18,21,17,01:18.3,,
1848,208,79,18,20,18,01:18.6,,
1849,208,78,15,17,19,01:18.6,,
1850,208,76,24,23,20,01:18.8,,
1851,208,50,25,18,21,01:18.9,,
1852,208,63,25,19,22,01:19.3,,
1853,209,35,3,3,1,01:24.5,,
1854,209,49,3,4,2,01:25.3,,
1855,209,44,20,14,3,01:25.5,,
1856,209,30,6,5,4,01:25.8,,
1857,209,22,24,22,5,01:25.9,,
1858,209,23,17,11,6,01:26.2,,
1859,209,56,6,6,7,01:26.3,,
1860,209,65,15,16,8,01:26.6,,
1861,209,21,17,12,9,01:26.6,,
1862,209,14,1,10,10,01:26.8,,
1863,209,55,22,7,11,01:27.1,,
1864,209,77,22,8,12,01:27.3,,
1865,209,71,21,1,13,01:27.3,,
1866,209,78,15,17,14,01:27.7,,
1867,209,76,24,23,15,01:28.0,,
1868,209,50,25,18,16,01:28.1,,
1869,209,57,1,9,17,01:28.1,,
1870,209,15,18,21,18,01:28.2,,
1871,209,63,25,19,19,01:28.2,,
1872,209,75,20,15,20,01:28.4,,
1873,209,79,18,20,21,01:28.4,,
1874,209,64,21,2,22,01:28.7,,
1875,210,35,3,3,1,01:23.3,,
1876,210,49,3,4,2,01:23.6,,
1877,210,30,6,5,3,01:24.0,,
1878,210,44,20,14,4,01:24.1,,
1879,210,23,17,11,5,01:24.1,,
1880,210,21,17,12,6,01:24.6,,
1881,210,65,15,16,7,01:24.7,,
1882,210,57,1,9,8,01:24.8,,
1883,210,56,6,6,9,01:24.9,,
1884,210,14,1,10,10,01:25.1,,
1885,210,77,22,8,11,01:25.4,,
1886,210,78,15,17,12,01:25.6,,
1887,210,22,24,22,13,01:25.6,,
1888,210,55,22,7,14,01:25.7,,
1889,210,71,21,1,15,01:25.7,,
1890,210,76,24,23,16,01:26.2,,
1891,210,64,21,2,17,01:26.3,,
1892,210,75,20,15,18,01:26.7,,
1893,210,63,25,19,19,01:26.9,,
1894,210,15,18,21,20,01:27.0,,
1895,210,50,25,18,21,01:27.4,,
1896,210,79,18,20,22,01:28.7,,
1897,211,49,3,4,1,01:18.2,,
1898,211,30,6,5,2,01:18.2,,
1899,211,35,3,3,3,01:18.6,,
1900,211,21,17,12,4,01:18.7,,
1901,211,14,1,10,5,01:18.8,,
1902,211,23,17,11,6,01:18.9,,
1903,211,65,15,16,7,01:19.1,,
1904,211,57,1,9,8,01:19.1,,
1905,211,55,22,7,9,01:19.3,,
1906,211,22,24,22,10,01:19.3,,
1907,211,78,15,17,11,01:19.5,,
1908,211,44,20,14,12,01:19.6,,
1909,211,71,21,1,13,01:19.7,,
1910,211,63,25,18,14,01:19.7,,
1911,211,56,6,6,15,01:19.7,,
1912,211,64,21,2,16,01:19.9,,
1913,211,77,22,8,17,01:20.2,,
1914,211,15,18,21,18,01:20.3,,
1915,211,76,24,23,19,01:20.5,,
1916,211,79,18,20,20,01:20.6,,
1917,211,75,20,15,21,01:21.0,,
1918,211,50,25,19,22,01:21.3,,
1919,212,35,3,3,1,01:16.5,,
1920,212,49,3,4,2,01:16.8,,
1921,212,14,1,10,3,01:17.5,,
1922,212,55,22,7,4,01:17.7,,
1923,212,57,1,10,5,01:17.7,,
1924,212,77,22,8,6,01:18.0,,
1925,212,30,6,5,7,01:18.3,,
1926,212,21,17,12,8,01:18.4,,
1927,212,23,17,11,9,01:18.4,,
1928,212,65,15,16,10,01:18.5,,
1929,212,56,6,6,11,01:18.9,,
1930,212,44,20,14,12,01:19.2,,
1931,212,81,15,17,13,01:19.3,,
1932,212,63,25,18,14,01:20.1,,
1933,212,71,21,1,15,01:20.1,,
1934,212,75,20,15,16,01:20.1,,
1935,212,22,24,22,17,01:20.3,,
1936,212,15,18,21,18,01:20.5,,
1937,212,50,25,19,19,01:20.6,,
1938,212,79,18,20,20,01:20.7,,
1939,212,64,21,2,21,01:21.0,,
1940,212,76,24,23,22,01:21.1,,
1941,213,30,6,5,1,01:18.1,,
1942,213,35,3,3,2,01:18.1,,
1943,213,22,24,22,3,01:18.4,,
1944,213,49,3,4,4,01:18.5,,
1945,213,14,1,10,5,01:18.5,,
1946,213,21,17,12,6,01:18.7,,
1947,213,23,17,11,7,01:18.9,,
1948,213,55,22,7,8,01:18.9,,
1949,213,57,1,9,9,01:18.9,,
1950,213,44,20,14,10,01:19.0,,
1951,213,25,22,8,11,01:19.3,,
1952,213,56,6,6,12,01:19.5,,
1953,213,65,15,16,13,01:19.6,,
1954,213,50,25,19,14,01:20.1,,
1955,213,71,21,1,15,01:20.1,,
1956,213,64,21,2,16,01:20.2,,
1957,213,63,25,18,17,01:20.3,,
1958,213,81,15,17,18,01:20.4,,
1959,213,75,20,15,19,01:20.4,,
1960,213,15,18,21,20,01:20.4,,
1961,213,76,24,23,21,01:20.5,,
1962,213,79,18,20,22,01:21.0,,
1963,214,30,6,5,1,01:14.5,,
1964,214,49,3,4,2,01:14.7,,
1965,214,23,17,11,3,01:14.8,,
1966,214,35,3,3,4,01:14.8,,
1967,214,56,6,6,5,01:14.9,,
1968,214,15,20,14,6,01:15.0,,
1969,214,25,22,8,7,01:15.0,,
1970,214,55,22,7,8,01:15.2,,
1971,214,14,1,10,9,01:15.3,,
1972,214,57,1,9,10,01:15.3,,
1973,214,21,17,12,11,01:15.5,,
1974,214,22,24,22,12,01:15.9,,
1975,214,75,20,15,13,01:15.9,,
1976,214,65,15,16,14,01:16.0,,
1977,214,76,24,23,15,01:16.1,,
1978,214,64,21,2,16,01:16.5,,
1979,214,71,21,1,17,01:16.7,,
1980,214,50,25,19,18,01:16.9,,
1981,214,63,25,18,19,01:17.3,,
1982,214,82,15,17,20,01:17.5,,
1983,214,79,18,20,21,01:17.6,,
1984,214,58,18,21,22,01:18.3,,
1985,215,35,3,3,1,01:21.6,,
1986,215,49,3,4,2,01:21.7,,
1987,215,57,1,9,3,01:21.8,,
1988,215,30,6,5,4,01:22.0,,
1989,215,23,17,11,5,01:22.3,,
1990,215,14,1,10,6,01:22.3,,
1991,215,56,6,6,7,01:22.3,,
1992,215,25,22,8,8,01:22.3,,
1993,215,65,15,16,9,01:22.4,,
1994,215,21,17,12,10,01:22.4,,
1995,215,55,22,17,11,01:22.4,,
1996,215,71,21,1,12,01:23.3,,
1997,215,15,20,14,13,01:23.4,,
1998,215,75,20,15,14,01:23.9,,
1999,215,76,24,23,15,01:24.1,,
2000,215,64,21,2,16,01:24.2,,
2001,215,63,25,19,17,01:24.5,,
2002,215,79,18,20,18,01:24.6,,
2003,215,50,25,18,19,01:25.0,,
2004,215,58,18,21,20,01:25.2,,
2005,215,22,24,22,21,01:25.5,,
2006,215,82,15,17,22,,,
2007,216,77,22,8,1,01:41.9,,
2008,216,21,17,12,2,01:41.9,,
2009,216,57,1,9,3,01:42.0,,
2010,216,30,6,5,4,01:42.2,,
2011,216,49,3,4,5,01:42.4,,
2012,216,55,22,7,6,01:42.5,,
2013,216,23,17,11,7,01:42.5,,
2014,216,14,1,10,8,01:42.7,,
2015,216,35,3,3,9,01:43.0,,
2016,216,56,6,6,10,01:43.2,,
2017,216,15,20,14,11,01:43.2,,
2018,216,22,24,22,12,01:43.3,,
2019,216,71,21,1,13,01:43.4,,
2020,216,65,15,16,14,01:43.7,,
2021,216,76,24,23,15,01:43.9,,
2022,216,64,21,2,16,01:44.1,,
